id,thana,lat,lon,case_no,date,serial,total_amo,t56,rubber_cartridge,rubber_cartridge1,tear_gas_grenade,baton_rounds,lethal,non_lethal,shotgun_shell
1325,Mohakhali,23.77804533,90.39755233,১৩/২২৫,16/07/2024,1325,20,0,0,0,0,0,0,0,20
1326,Mohakhali,23.77804533,90.39755233,১৩/২২৫,16/07/2024,1326,30,0,0,0,0,0,0,0,30
1327,Mohakhali,23.77804533,90.39755233,১৩/২২৫,16/07/2024,1327,15,0,0,0,0,0,0,0,15
1328,Mohakhali,23.77804533,90.39755233,১৩/২২৫,16/07/2024,1328,5,0,0,0,5,0,0,5,0
1329,Mohakhali,23.77804533,90.39755233,১৩/২২৫,16/07/2024,1329,2,0,0,0,2,0,0,2,0
1330,Mohakhali,23.77804533,90.39755233,১৩/২২৫,16/07/2024,1330,4,0,0,0,0,0,0,0,4
1331,Mohakhali,23.77804533,90.39755233,১৩/২২৫,16/07/2024,1331,30,0,0,0,30,0,0,30,0
1332,Mohakhali,23.77804533,90.39755233,১৩/২২৫,16/07/2024,1332,1,0,0,0,0,0,0,0,1
1333,Mohakhali,23.77804533,90.39755233,১৩/২২৫,16/07/2024,1333,15,0,0,0,15,0,0,15,0
1334,Mohakhali,23.77804533,90.39755233,১৩/২২৫,16/07/2024,1334,35,0,0,0,35,0,0,35,0
1335,Mohakhali,23.77804533,90.39755233,১৫/২২৭,18/07/2024,1335,47,0,22,0,25,0,22,25,0
1336,Mohakhali,23.77804533,90.39755233,১৫/২২৭,18/07/2024,1336,45,0,0,0,45,0,0,45,0
1337,Mohakhali,23.77804533,90.39755233,১৫/২২৭,18/07/2024,1337,58,0,0,0,58,0,0,58,0
1338,Mohakhali,23.77804533,90.39755233,১৫/২২৭,18/07/2024,1338,37,0,0,0,37,0,0,37,0
1339,Mohakhali,23.77804533,90.39755233,১৫/২২৭,18/07/2024,1339,15,0,0,0,15,0,0,15,0
1340,Mohakhali,23.77804533,90.39755233,১৫/২২৭,18/07/2024,1340,130,0,73,57,0,0,73,57,0
1341,Mohakhali,23.77804533,90.39755233,১৫/২২৭,18/07/2024,1341,142,0,87,55,0,0,87,55,0
1342,Mohakhali,23.77804533,90.39755233,১৫/২২৭,18/07/2024,1342,136,0,73,63,0,0,73,63,0
1343,Mohakhali,23.77804533,90.39755233,১৫/২২৭,18/07/2024,1343,145,0,68,77,0,0,68,77,0
1344,Mohakhali,23.77804533,90.39755233,১৫/২২৭,18/07/2024,1344,129,0,57,72,0,0,57,72,0
1345,Mohakhali,23.77804533,90.39755233,১৫/২২৭,18/07/2024,1345,135,0,53,82,0,0,53,82,0
1346,Mohakhali,23.77804533,90.39755233,১৫/২২৭,18/07/2024,1346,135,0,47,88,0,0,47,88,0
1347,Mohakhali,23.77804533,90.39755233,১৫/২২৭,18/07/2024,1347,125,0,52,73,0,0,52,73,0
1348,Mohakhali,23.77804533,90.39755233,১৫/২২৭,18/07/2024,1348,124,0,57,67,0,0,57,67,0
1349,Mohakhali,23.77804533,90.39755233,১৫/২২৭,18/07/2024,1349,20,0,4,16,0,0,4,16,0
1350,Mohakhali,23.77804533,90.39755233,১৫/২২৭,18/07/2024,1350,12,0,2,10,0,0,2,10,0
1351,Mohakhali,23.77804533,90.39755233,১৫/২২৭,18/07/2024,1351,4,0,2,2,0,0,2,2,0
1352,Mohakhali,23.77804533,90.39755233,১৫/২২৭,18/07/2024,1352,40,0,15,25,0,0,15,25,0
1353,Mohakhali,23.77804533,90.39755233,১৫/২২৭,18/07/2024,1353,4,0,0,0,4,0,0,4,0
1354,Mohakhali,23.77804533,90.39755233,১৫/২২৭,18/07/2024,1354,6,0,0,0,6,0,0,6,0
1355,Mohakhali,23.77804533,90.39755233,১৫/২২৭,18/07/2024,1355,7,0,0,0,7,0,0,7,0
1356,Mohakhali,23.77804533,90.39755233,১৫/২২৭,18/07/2024,1356,8,0,0,0,8,0,0,8,0
1357,Mohakhali,23.77804533,90.39755233,১৫/২২৭,18/07/2024,1357,39,0,10,18,11,0,10,29,0
1358,Mohakhali,23.77804533,90.39755233,১৫/২২৭,18/07/2024,1358,28,0,10,18,0,0,10,18,0
1359,Mohakhali,23.77804533,90.39755233,১৫/২২৭,18/07/2024,1359,27,0,15,12,0,0,15,12,0
1360,Mohakhali,23.77804533,90.39755233,১৫/২২৭,18/07/2024,1360,42,0,17,25,0,0,17,25,0
1361,Mohakhali,23.77804533,90.39755233,১৫/২২৭,18/07/2024,1361,32,0,17,15,0,0,17,15,0
1362,Mohakhali,23.77804533,90.39755233,১৫/২২৭,18/07/2024,1362,35,0,17,18,0,0,17,18,0
1363,Mohakhali,23.77804533,90.39755233,১৫/২২৭,18/07/2024,1363,45,0,20,25,0,0,20,25,0
1364,Mohakhali,23.77804533,90.39755233,১৫/২২৭,18/07/2024,1364,35,0,17,18,0,0,17,18,0
1365,Mohakhali,23.77804533,90.39755233,১৫/২২৭,18/07/2024,1365,5,0,0,0,5,0,0,5,0
1366,Mohakhali,23.77804533,90.39755233,১৫/২২৭,18/07/2024,1366,6,0,0,0,6,0,0,6,0
1367,Mohakhali,23.77804533,90.39755233,১৫/২২৭,18/07/2024,1367,8,0,0,0,8,0,0,8,0
1368,Mohakhali,23.77804533,90.39755233,১৫/২২৭,18/07/2024,1368,12,0,0,0,12,0,0,12,0
1369,Mohakhali,23.77804533,90.39755233,১৫/২২৭,18/07/2024,1369,50,0,25,25,0,0,25,25,0
1370,Mohakhali,23.77804533,90.39755233,১৫/২২৭,18/07/2024,1370,10,0,0,10,0,0,0,10,0
1371,Mohakhali,23.77804533,90.39755233,১৫/২২৭,18/07/2024,1371,47,0,25,22,0,0,25,22,0
1372,Mohakhali,23.77804533,90.39755233,১৫/২২৭,18/07/2024,1372,44,0,23,21,0,0,23,21,0
1373,Motijheel,23.73181072,90.41823311,২৯/২১৬,19/07/2024,1373,30,0,0,30,0,0,0,30,0
1374,Motijheel,23.73181072,90.41823311,২৯/২১৬,19/07/2024,1374,20,0,20,0,0,0,20,0,0
1375,Motijheel,23.73181072,90.41823311,২৯/২১৬,19/07/2024,1375,1,0,0,0,1,0,0,1,0
1376,Motijheel,23.73181072,90.41823311,২৯/২১৬,19/07/2024,1376,8,0,0,8,0,0,0,8,0
1377,Motijheel,23.73181072,90.41823311,২৯/২১৬,19/07/2024,1377,5,0,0,5,0,0,0,5,0
1378,Motijheel,23.73181072,90.41823311,২৯/২১৬,19/07/2024,1378,7,0,0,7,0,0,0,7,0
1379,Motijheel,23.73181072,90.41823311,২৯/২১৬,19/07/2024,1379,15,0,0,15,0,0,0,15,0
1380,Motijheel,23.73181072,90.41823311,২৯/২১৬,19/07/2024,1380,13,0,13,0,0,0,13,0,0
1381,Motijheel,23.73181072,90.41823311,২৯/২১৬,19/07/2024,1381,4,0,0,0,4,0,0,4,0
1382,Motijheel,23.73181072,90.41823311,২৯/২১৬,19/07/2024,1382,8,0,0,8,0,0,0,8,0
1383,Motijheel,23.73181072,90.41823311,২৯/২১৬,19/07/2024,1383,1,0,0,0,1,0,0,1,0
1384,Motijheel,23.73181072,90.41823311,২৯/২১৬,19/07/2024,1384,2,0,0,0,2,0,0,2,0
1385,Motijheel,23.73181072,90.41823311,২৯/২১৬,19/07/2024,1385,2,0,0,0,2,0,0,2,0
1386,Motijheel,23.73181072,90.41823311,২৯/২১৬,19/07/2024,1386,5,0,0,5,0,0,0,5,0
1387,Motijheel,23.73181072,90.41823311,২৯/২১৬,19/07/2024,1387,12,0,0,12,0,0,0,12,0
1388,Motijheel,23.73181072,90.41823311,২৯/২১৬,19/07/2024,1388,6,0,0,6,0,0,0,6,0
1389,Motijheel,23.73181072,90.41823311,২৯/২১৬,19/07/2024,1389,15,0,0,15,0,0,0,15,0
1390,Motijheel,23.73181072,90.41823311,২৯/২১৬,19/07/2024,1390,15,0,15,0,0,0,15,0,0
1391,Motijheel,23.73181072,90.41823311,২৯/২১৬,19/07/2024,1391,15,0,0,15,0,0,0,15,0
1392,Motijheel,23.73181072,90.41823311,২৯/২১৬,19/07/2024,1392,11,0,11,0,0,0,11,0,0
1393,Motijheel,23.73181072,90.41823311,২৯/২১৬,19/07/2024,1393,1,0,0,1,0,0,0,1,0
1394,Motijheel,23.73181072,90.41823311,২৯/২১৬,19/07/2024,1394,2,0,0,0,2,0,0,2,0
1395,Motijheel,23.73181072,90.41823311,২৯/২১৬,19/07/2024,1395,1,0,0,0,1,0,0,1,0
1396,Motijheel,23.73181072,90.41823311,২৯/২১৬,19/07/2024,1396,3,0,0,0,3,0,0,3,0
1397,Motijheel,23.73181072,90.41823311,২৯/২১৬,19/07/2024,1397,7,0,2,5,0,0,2,5,0
1398,Motijheel,23.73181072,90.41823311,৩০/২১৭,20/07/2024,1398,58,0,23,35,0,0,23,35,0
1399,Motijheel,23.73181072,90.41823311,৩০/২১৭,20/07/2024,1399,10,0,0,0,10,0,0,10,0
1400,Motijheel,23.73181072,90.41823311,৩০/২১৭,20/07/2024,1400,11,0,0,0,11,0,0,11,0
1401,Motijheel,23.73181072,90.41823311,৩০/২১৭,20/07/2024,1401,10,0,0,0,10,0,0,10,0
1402,Motijheel,23.73181072,90.41823311,৩০/২১৭,20/07/2024,1402,58,0,28,30,0,0,28,30,0
1403,Motijheel,23.73181072,90.41823311,৩০/২১৭,20/07/2024,1403,58,0,18,40,0,0,18,40,0
1404,Motijheel,23.73181072,90.41823311,৩০/২১৭,20/07/2024,1404,58,0,23,35,0,0,23,35,0
1405,Motijheel,23.73181072,90.41823311,৩০/২১৭,20/07/2024,1405,58,0,18,40,0,0,18,40,0
1406,Motijheel,23.73181072,90.41823311,৩০/২১৭,20/07/2024,1406,10,0,4,6,0,0,4,6,0
1407,Motijheel,23.73181072,90.41823311,৩০/২১৭,20/07/2024,1407,58,0,23,35,0,0,23,35,0
1408,Motijheel,23.73181072,90.41823311,৩০/২১৭,20/07/2024,1408,10,0,5,5,0,0,5,5,0
1409,Motijheel,23.73181072,90.41823311,৩০/২১৭,20/07/2024,1409,58,0,23,35,0,0,23,35,0
1410,Motijheel,23.73181072,90.41823311,৩০/২১৭,20/07/2024,1410,10,0,3,7,0,0,3,7,0
1411,Motijheel,23.73181072,90.41823311,৩০/২১৭,20/07/2024,1411,40,0,40,0,0,0,40,0,0
1412,Motijheel,23.73181072,90.41823311,৩০/২১৭,20/07/2024,1412,54,0,54,0,0,0,54,0,0
1413,Motijheel,23.73181072,90.41823311,৩০/২১৭,20/07/2024,1413,58,0,20,38,0,0,20,38,0
1414,Motijheel,23.73181072,90.41823311,৩০/২১৭,20/07/2024,1414,58,0,25,33,0,0,25,33,0
1415,Motijheel,23.73181072,90.41823311,৩০/২১৭,20/07/2024,1415,18,0,8,10,0,0,8,10,0
1416,Motijheel,23.73181072,90.41823311,৩০/২১৭,20/07/2024,1416,27,0,12,15,0,0,12,15,0
1417,Motijheel,23.73181072,90.41823311,৩০/২১৭,20/07/2024,1417,1,0,0,1,0,0,0,1,0
1418,Motijheel,23.73181072,90.41823311,৩০/২১৭,20/07/2024,1418,4,0,4,0,0,0,4,0,0
1419,Motijheel,23.73181072,90.41823311,৩০/২১৭,20/07/2024,1419,5,0,0,5,0,0,0,5,0
1420,Motijheel,23.73181072,90.41823311,৩০/২১৭,20/07/2024,1420,12,0,0,0,12,0,0,12,0
1421,Motijheel,23.73181072,90.41823311,৩০/২১৭,20/07/2024,1421,8,0,0,0,8,0,0,8,0
1422,Motijheel,23.73181072,90.41823311,৩০/২১৭,20/07/2024,1422,2,0,0,2,0,0,0,2,0
1423,Motijheel,23.73181072,90.41823311,৩০/২১৭,20/07/2024,1423,7,0,3,4,0,0,3,4,0
1424,Motijheel,23.73181072,90.41823311,৩০/২১৭,20/07/2024,1424,1,0,0,0,1,0,0,1,0
1425,Malibagh,23.74704979,90.41249216,১৮/১৬০,19/07/2024,1425,15,0,0,0,0,0,15,0,0
1426,Malibagh,23.74704979,90.41249216,১৮/১৬০,19/07/2024,1426,15,0,0,0,0,0,15,0,0
1427,Malibagh,23.74704979,90.41249216,১৮/১৬০,19/07/2024,1427,6,0,0,0,0,0,6,0,0
1428,Malibagh,23.74704979,90.41249216,১৮/১৬০,19/07/2024,1428,24,24,0,0,0,0,24,0,0
1429,Malibagh,23.74704979,90.41249216,১৮/১৬০,19/07/2024,1429,10,0,0,0,0,0,10,0,0
1430,Malibagh,23.74704979,90.41249216,১৮/১৬০,19/07/2024,1430,8,0,0,0,0,0,8,0,0
1431,Malibagh,23.74704979,90.41249216,১৮/১৬০,19/07/2024,1431,2,0,0,0,0,0,2,0,0
1432,Malibagh,23.74704979,90.41249216,১৮/১৬০,19/07/2024,1432,10,0,0,0,0,0,10,0,0
1433,Malibagh,23.74704979,90.41249216,১৮/১৬০,19/07/2024,1433,7,0,0,0,0,0,7,0,0
1434,Malibagh,23.74704979,90.41249216,১৮/১৬০,19/07/2024,1434,16,0,0,0,0,0,16,0,0
1435,Malibagh,23.74704979,90.41249216,১৮/১৬০,19/07/2024,1435,0,0,0,0,0,0,0,0,0
1436,Malibagh,23.74704979,90.41249216,১৮/১৬০,19/07/2024,1436,5,0,0,0,0,0,0,0,5
1437,Malibagh,23.74704979,90.41249216,১৮/১৬০,19/07/2024,1437,30,0,0,0,0,0,0,0,30
1438,Malibagh,23.74704979,90.41249216,১৮/১৬০,19/07/2024,1438,20,0,0,0,0,0,0,0,20
1439,Malibagh,23.74704979,90.41249216,১৮/১৬০,19/07/2024,1439,17,0,0,0,0,0,17,0,0
1440,Malibagh,23.74704979,90.41249216,১৮/১৬০,19/07/2024,1440,12,0,0,0,0,0,0,0,12
1441,Malibagh,23.74704979,90.41249216,১৮/১৬০,19/07/2024,1441,7,0,0,0,7,0,0,7,0
1442,Malibagh,23.74704979,90.41249216,১৮/১৬০,19/07/2024,1442,10,0,0,0,10,0,0,10,0
1443,Malibagh,23.74704979,90.41249216,১৮/১৬০,19/07/2024,1443,6,0,0,0,6,0,0,6,0
1444,Paltan,23.73010102,90.41012373,৩০/৩২৫,17/07/2024,1444,1,0,0,1,0,0,0,1,0
1445,Paltan,23.73010102,90.41012373,৩০/৩২৫,17/07/2024,1445,1,0,0,1,0,0,0,1,0
1446,Paltan,23.73010102,90.41012373,৩০/৩২৫,17/07/2024,1446,3,0,0,0,3,0,0,3,0
1447,Paltan,23.73010102,90.41012373,৩০/৩২৫,17/07/2024,1447,2,0,0,0,2,0,0,2,0
1448,Paltan,23.73010102,90.41012373,৩০/৩২৫,17/07/2024,1448,2,0,0,0,2,0,0,2,0
1449,Paltan,23.73010102,90.41012373,৩০/৩২৫,17/07/2024,1449,1,0,0,0,1,0,0,1,0
1450,Paltan,23.73010102,90.41012373,৩০/৩২৫,17/07/2024,1450,2,0,0,0,1,1,0,2,0
1451,Paltan,23.73010102,90.41012373,৩০/৩২৫,17/07/2024,1451,1,0,0,1,0,0,0,1,0
1452,Paltan,23.73010102,90.41012373,৩২/৩২৭,19/07/2024,1452,3,3,0,0,0,0,3,0,0
1453,Paltan,23.73010102,90.41012373,৩২/৩২৭,19/07/2024,1453,8,8,0,0,0,0,8,0,0
1454,Paltan,23.73010102,90.41012373,৩২/৩২৭,19/07/2024,1454,4,0,0,4,0,0,0,4,0
1455,Paltan,23.73010102,90.41012373,৩২/৩২৭,19/07/2024,1455,4,0,0,4,0,0,0,4,0
1456,Paltan,23.73010102,90.41012373,৩২/৩২৭,19/07/2024,1456,25,0,15,10,0,0,15,10,0
1457,Paltan,23.73010102,90.41012373,৩২/৩২৭,19/07/2024,1457,7,0,7,0,0,0,7,0,0
1458,Paltan,23.73010102,90.41012373,৩২/৩২৭,19/07/2024,1458,7,0,0,0,7,0,0,7,0
1459,Paltan,23.73010102,90.41012373,৩২/৩২৭,19/07/2024,1459,6,0,0,0,6,0,0,6,0
1460,Paltan,23.73010102,90.41012373,৩২/৩২৭,19/07/2024,1460,12,0,6,6,0,0,6,6,0
1461,Paltan,23.73010102,90.41012373,৩২/৩২৭,19/07/2024,1461,7,0,3,4,0,0,3,4,0
1462,Paltan,23.73010102,90.41012373,৩২/৩২৭,19/07/2024,1462,11,0,0,11,0,0,0,11,0
1463,Paltan,23.73010102,90.41012373,৩২/৩২৭,19/07/2024,1463,9,0,0,9,0,0,0,9,0
1464,Paltan,23.73010102,90.41012373,৩২/৩২৭,19/07/2024,1464,15,0,7,8,0,0,7,8,0
1465,Paltan,23.73010102,90.41012373,৩২/৩২৭,19/07/2024,1465,6,0,0,0,1,5,0,6,0
1466,Paltan,23.73010102,90.41012373,৩২/৩২৭,19/07/2024,1466,3,0,0,3,0,0,0,3,0
1467,Paltan,23.73010102,90.41012373,৩২/৩২৭,19/07/2024,1467,3,0,0,0,3,0,0,3,0
1468,Paltan,23.73010102,90.41012373,৩২/৩২৭,19/07/2024,1468,28,0,17,9,2,0,17,11,0
1469,Paltan,23.73010102,90.41012373,৩২/৩২৭,19/07/2024,1469,34,0,21,5,8,0,21,13,0
1470,Paltan,23.73010102,90.41012373,৩২/৩২৭,19/07/2024,1470,25,0,14,10,1,0,14,11,0
1471,Paltan,23.73010102,90.41012373,৩২/৩২৭,19/07/2024,1471,20,0,10,9,1,0,10,10,0
1472,Paltan,23.73010102,90.41012373,৩২/৩২৭,19/07/2024,1472,22,0,12,10,0,0,12,10,0
1473,Paltan,23.73010102,90.41012373,৩২/৩২৭,19/07/2024,1473,26,0,13,13,0,0,13,13,0
1474,Paltan,23.73010102,90.41012373,৩২/৩২৭,19/07/2024,1474,5,5,0,0,0,0,5,0,0
1475,Paltan,23.73010102,90.41012373,৩২/৩২৭,19/07/2024,1475,18,0,10,8,0,0,10,8,0
1476,Paltan,23.73010102,90.41012373,৩২/৩২৭,19/07/2024,1476,5,5,0,0,0,0,5,0,0
1477,Paltan,23.73010102,90.41012373,৩২/৩২৭,19/07/2024,1477,30,0,19,10,1,0,19,11,0
1478,Paltan,23.73010102,90.41012373,৩২/৩২৭,19/07/2024,1478,31,0,21,8,2,0,21,10,0
1479,Paltan,23.73010102,90.41012373,৩২/৩২৭,19/07/2024,1479,16,0,7,9,0,0,7,9,0
1480,Paltan,23.73010102,90.41012373,৩২/৩২৭,19/07/2024,1480,18,0,10,8,0,0,10,8,0
1481,Paltan,23.73010102,90.41012373,৩২/৩২৭,19/07/2024,1481,25,0,14,10,1,0,14,11,0
1482,Paltan,23.73010102,90.41012373,৩২/৩২৭,19/07/2024,1482,15,0,4,11,0,0,4,11,0
1483,Paltan,23.73010102,90.41012373,৩২/৩২৭,19/07/2024,1483,23,0,13,10,0,0,13,10,0
1484,Paltan,23.73010102,90.41012373,৩২/৩২৭,19/07/2024,1484,20,0,12,8,0,0,12,8,0
1485,Paltan,23.73010102,90.41012373,৩২/৩২৭,19/07/2024,1485,5,0,0,0,5,0,0,5,0
1486,Paltan,23.73010102,90.41012373,৩২/৩২৭,19/07/2024,1486,12,0,0,0,12,0,0,12,0
1487,Paltan,23.73010102,90.41012373,৩৩/৩২৮,19/07/2024,1487,39,0,21,18,0,0,21,18,0
1488,Paltan,23.73010102,90.41012373,৩৩/৩২৮,19/07/2024,1488,6,0,2,4,0,0,2,4,0
1489,Paltan,23.73010102,90.41012373,৩৩/৩২৮,19/07/2024,1489,21,0,9,12,0,0,9,12,0
1490,Paltan,23.73010102,90.41012373,৩৩/৩২৮,19/07/2024,1490,1,0,0,0,1,0,0,1,0
1491,Paltan,23.73010102,90.41012373,৩৩/৩২৮,19/07/2024,1491,4,4,0,0,0,0,4,0,0
1492,Paltan,23.73010102,90.41012373,৩৩/৩২৮,19/07/2024,1492,20,0,0,20,0,0,0,20,0
1493,Paltan,23.73010102,90.41012373,৩৩/৩২৮,19/07/2024,1493,27,0,27,0,0,0,27,0,0
1494,Paltan,23.73010102,90.41012373,৩৩/৩২৮,19/07/2024,1494,2,0,0,2,0,0,0,2,0
1495,Paltan,23.73010102,90.41012373,৩৩/৩২৮,19/07/2024,1495,5,0,5,0,0,0,5,0,0
1496,Paltan,23.73010102,90.41012373,৩৩/৩২৮,19/07/2024,1496,10,0,6,4,0,0,6,4,0
1497,Paltan,23.73010102,90.41012373,৩৩/৩২৮,19/07/2024,1497,1,0,0,0,1,0,0,1,0
1498,Paltan,23.73010102,90.41012373,৩৩/৩২৮,19/07/2024,1498,6,0,0,0,6,0,0,6,0
1499,Paltan,23.73010102,90.41012373,৩৩/৩২৮,19/07/2024,1499,0,0,0,0,0,0,0,0,0
1500,Paltan,23.73010102,90.41012373,৩৩/৩২৮,19/07/2024,1500,4,4,0,0,0,0,4,0,0
1501,Paltan,23.73010102,90.41012373,৩৩/৩২৮,19/07/2024,1501,158,0,75,83,0,0,75,83,0
1502,Paltan,23.73010102,90.41012373,৩৩/৩২৮,19/07/2024,1502,157,0,75,82,0,0,75,82,0
1503,Paltan,23.73010102,90.41012373,৩৩/৩২৮,19/07/2024,1503,19,0,0,0,19,0,0,19,0
1504,Paltan,23.73010102,90.41012373,৩৩/৩২৮,19/07/2024,1504,27,0,0,0,27,0,0,27,0
1505,Paltan,23.73010102,90.41012373,৩৩/৩২৮,19/07/2024,1505,5,0,0,5,0,0,0,5,0
1506,Paltan,23.73010102,90.41012373,৩৩/৩২৮,19/07/2024,1506,0,0,0,0,0,0,0,0,0
1507,Paltan,23.73010102,90.41012373,৩৩/৩২৮,19/07/2024,1507,24,0,0,24,0,0,0,24,0
1508,Paltan,23.73010102,90.41012373,৩৩/৩২৮,19/07/2024,1508,11,0,0,0,11,0,0,11,0
1509,Paltan,23.73010102,90.41012373,৩৩/৩২৮,19/07/2024,1509,13,0,0,0,13,0,0,13,0
1510,Paltan,23.73010102,90.41012373,৩৩/৩২৮,19/07/2024,1510,4,0,0,0,4,0,0,4,0
1511,Paltan,23.73010102,90.41012373,৩৩/৩২৮,19/07/2024,1511,0,0,0,0,0,0,0,0,0
1512,Paltan,23.73010102,90.41012373,৩৩/৩২৮,19/07/2024,1512,30,0,15,15,0,0,15,15,0
1513,Paltan,23.73010102,90.41012373,৩৩/৩২৮,19/07/2024,1513,19,0,0,0,19,0,0,19,0
1514,Paltan,23.73010102,90.41012373,৩৩/৩২৮,19/07/2024,1514,24,0,15,9,0,0,15,9,0
1515,Paltan,23.73010102,90.41012373,৩৩/৩২৮,19/07/2024,1515,26,0,15,10,1,0,15,11,0
1516,Paltan,23.73010102,90.41012373,৩৩/৩২৮,19/07/2024,1516,21,0,13,8,0,0,13,8,0
1517,Paltan,23.73010102,90.41012373,৩৩/৩২৮,19/07/2024,1517,21,0,12,9,0,0,12,9,0
1518,Paltan,23.73010102,90.41012373,৩৩/৩২৮,19/07/2024,1518,15,0,8,7,0,0,8,7,0
1519,Paltan,23.73010102,90.41012373,৩৩/৩২৮,19/07/2024,1519,7,7,0,0,0,0,7,0,0
1520,Paltan,23.73010102,90.41012373,৩৩/৩২৮,19/07/2024,1520,20,0,12,8,0,0,12,8,0
1521,Paltan,23.73010102,90.41012373,৩৩/৩২৮,19/07/2024,1521,10,10,0,0,0,0,10,0,0
1522,Paltan,23.73010102,90.41012373,৩৩/৩২৮,19/07/2024,1522,25,0,18,7,0,0,18,7,0
1523,Paltan,23.73010102,90.41012373,৩৩/৩২৮,19/07/2024,1523,14,0,11,3,0,0,11,3,0
1524,Paltan,23.73010102,90.41012373,৩৩/৩২৮,19/07/2024,1524,26,0,14,12,0,0,14,12,0
1525,Paltan,23.73010102,90.41012373,৩৩/৩২৮,19/07/2024,1525,19,0,10,9,0,0,10,9,0
1526,Pallabi,23.82032464,90.36511061,৩৬/৩১৫,20/07/2024,1526,23,0,23,0,0,0,23,0,0
1527,Pallabi,23.82032464,90.36511061,৩৬/৩১৫,20/07/2024,1527,27,0,27,0,0,0,27,0,0
1528,Pallabi,23.82032464,90.36511061,৩৬/৩১৫,20/07/2024,1528,22,0,22,0,0,0,22,0,0
1529,Pallabi,23.82032464,90.36511061,৩৬/৩১৫,20/07/2024,1529,35,0,35,0,0,0,35,0,0
1530,Pallabi,23.82032464,90.36511061,৩৬/৩১৫,20/07/2024,1530,32,0,32,0,0,0,32,0,0
1531,Pallabi,23.82032464,90.36511061,৩৬/৩১৫,20/07/2024,1531,10,0,0,0,10,0,0,10,0
1532,Pallabi,23.82032464,90.36511061,৩৬/৩১৫,20/07/2024,1532,15,0,0,0,15,0,0,15,0
1533,Pallabi,23.82032464,90.36511061,৩২/৩১১,18/07/2024,1533,29,0,14,15,0,0,14,15,0
1534,Pallabi,23.82032464,90.36511061,৩২/৩১১,18/07/2024,1534,28,0,14,14,0,0,14,14,0
1535,Pallabi,23.82032464,90.36511061,৩২/৩১১,18/07/2024,1535,25,0,11,14,0,0,11,14,0
1536,Pallabi,23.82032464,90.36511061,৩২/৩১১,18/07/2024,1536,40,0,20,20,0,0,20,20,0
1537,Pallabi,23.82032464,90.36511061,৩২/৩১১,18/07/2024,1537,30,0,15,15,0,0,15,15,0
1538,Pallabi,23.82032464,90.36511061,৩২/৩১১,18/07/2024,1538,35,0,15,20,0,0,15,20,0
1539,Pallabi,23.82032464,90.36511061,৩২/৩১১,18/07/2024,1539,33,0,16,17,0,0,16,17,0
1540,Pallabi,23.82032464,90.36511061,৩২/৩১১,18/07/2024,1540,10,0,0,0,10,0,0,10,0
1541,Pallabi,23.82032464,90.36511061,৩২/৩১১,18/07/2024,1541,20,0,0,0,20,0,0,20,0
1542,Pallabi,23.82032464,90.36511061,৩২/৩১১,18/07/2024,1542,50,0,25,25,0,0,25,25,0
1543,Pallabi,23.82032464,90.36511061,৩২/৩১১,18/07/2024,1543,50,0,25,25,0,0,25,25,0
1544,Pallabi,23.82032464,90.36511061,৩২/৩১১,18/07/2024,1544,50,0,25,25,0,0,25,25,0
1545,Pallabi,23.82032464,90.36511061,৩২/৩১১,18/07/2024,1545,50,0,25,25,0,0,25,25,0
1546,Pallabi,23.82032464,90.36511061,৩২/৩১১,18/07/2024,1546,15,0,0,0,15,0,0,15,0
1547,Pallabi,23.82032464,90.36511061,৩২/৩১১,18/07/2024,1547,50,0,25,25,0,0,25,25,0
1548,Pallabi,23.82032464,90.36511061,৩২/৩১১,18/07/2024,1548,50,0,25,25,0,0,25,25,0
1549,Pallabi,23.82032464,90.36511061,৩২/৩১১,18/07/2024,1549,50,0,25,25,0,0,25,25,0
1550,Pallabi,23.82032464,90.36511061,৩২/৩১১,18/07/2024,1550,15,0,0,0,15,0,0,15,0
1551,Pallabi,23.82032464,90.36511061,৩২/৩১১,18/07/2024,1551,15,0,0,0,15,0,0,15,0
1552,Pallabi,23.82032464,90.36511061,৩২/৩১১,18/07/2024,1552,50,0,25,25,0,0,25,25,0
1553,Pallabi,23.82032464,90.36511061,৩২/৩১১,18/07/2024,1553,4,0,0,0,4,0,0,4,0
1554,Pallabi,23.82032464,90.36511061,৩২/৩১১,18/07/2024,1554,4,0,0,0,4,0,0,4,0
1555,Pallabi,23.82032464,90.36511061,৩২/৩১১,18/07/2024,1555,50,0,25,25,0,0,25,25,0
1556,Pallabi,23.82032464,90.36511061,৩৪/৩১৩,19/07/2024,1556,48,0,23,25,0,0,23,25,0
1557,Pallabi,23.82032464,90.36511061,৩৪/৩১৩,19/07/2024,1557,45,0,20,25,0,0,20,25,0
1558,Pallabi,23.82032464,90.36511061,৩৪/৩১৩,19/07/2024,1558,45,0,20,25,0,0,20,25,0
1559,Pallabi,23.82032464,90.36511061,৩৪/৩১৩,19/07/2024,1559,45,0,20,25,0,0,20,25,0
1560,Pallabi,23.82032464,90.36511061,৩৪/৩১৩,19/07/2024,1560,45,0,20,25,0,0,20,25,0
1561,Pallabi,23.82032464,90.36511061,৩৪/৩১৩,19/07/2024,1561,50,0,20,30,0,0,20,30,0
